n0;str;mp;location;format;messages;freq;gnss;n1;country;lat;lon;n2;n3;ntrips;n4;n5;n6;n7;n8
;STR;PRDR;Loches;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;47.106;0.974;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;PRISM;Saint-Rieul;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.443;-2.415;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;PUNK;Clairfontaine;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;49.958;3.972;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.21.32;none;N;N;15200;CentipedeRTK
;STR;QE27;Houville-en-Vexin;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;49.307;1.373;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;RAB01;Rabastens;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;43.824;1.722;0;0;NTRIPRTKBaseUblox_C099-F9P2.3.1;none;N;N;15200;CentipedeRTK
;STR;RAFTK;Ladon;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.010;2.546;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.0;none;N;N;15200;CentipedeRTK
;STR;RAV35;Pipriac;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;47.783;-1.975;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.1;none;N;N;15200;CentipedeRTK
;STR;RB42;Sury-le-Comtal;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;45.547;4.162;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;RC01;NLD;RTCM3;1004,1005,1008,1012,1033,1074,1084,1094,1114,1124,1230;2;GLO+GAL+QZS+BDS+GPS;NONE;NLD;51.650;4.614;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.13;none;N;N;15200;CentipedeRTK
;STR;RDHB7;Saint-Romain-sur-Cher;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;47.334;1.422;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;RICE;Creteil;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.782;2.430;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;RITZ;Jebsheim;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.128;7.477;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.21.32;none;N;N;15200;CentipedeRTK
;STR;ROCL1;ROM;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;ROM;44.505;26.661;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;ROMGR45;Nevoy;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;47.708;2.590;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.1;none;N;N;15200;CentipedeRTK
;STR;ROMS2;ROU;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;ROU;46.479;24.412;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;ROSD;Beaufort;RTCM3;1006,1008,1019,1020,1033,1077,1087,1097,1230;2;GLO+GAL+GPS;NONE;FRA;45.691;6.628;0;0;NTRIPTRIMBLENETR95.45,06/MAR/2;none;N;N;15200;CentipedeRTK
;STR;RPJMN;Croissy-sur-Celle;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;49.685;2.137;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.21.12;none;N;N;15200;CentipedeRTK
;STR;RSW27;Burey;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.990;0.935;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;RTK23;Roches;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;46.299;1.995;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;RUF01;ITA;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;ITA;43.695;11.326;0;0;NTRIPRTKBaseUblox_ZED-F9P2.2.0;none;N;N;15200;CentipedeRTK
;STR;SAINN;Sainneville;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;49.553;0.298;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;SAM1;Meauzac;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;44.102;1.243;0;0;NTRIPRTKBaseUblox_ZED-F9P2.2.0;none;N;N;15200;CentipedeRTK
;STR;SAUDU;Turny;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.074;3.738;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;SBEC;Chef-Boutonne;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;46.080;-0.132;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;SBOIS;Vieux-Berquin;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;50.711;2.589;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.11.13;none;N;N;15200;CentipedeRTK
;STR;SCV1;LaSalle-les-Alpes;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;44.920;6.550;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;SDMG;Fontaine-Notre-Dame;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;49.887;3.436;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;SEDB;Saint-Etienne-du-Bois;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;46.274;5.249;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;SEMO;Yzeures-sur-Creuse;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;46.779;0.846;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;SETE;Sete;RTCM3;1006,1008,1019,1020,1033,1077,1087,1097,1230;2;GLO+GAL+GPS;NONE;FRA;43.398;3.699;0;0;NTRIPTRIMBLENETR95.37,21/SEP/2;none;N;N;15200;CentipedeRTK
;STR;SGC;Quiers;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.625;2.969;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.21.13;none;N;N;15200;CentipedeRTK
;STR;SIGEO;Aix-en-Provence;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;43.493;5.334;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.21.13;none;N;N;15200;CentipedeRTK
;STR;SKY1;Blain;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;47.432;-1.721;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.21.32;none;N;N;15200;CentipedeRTK
;STR;SLINS;FRA;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;50.728;5.570;0;0;NTRIPRTKBaseDrotek-F9P2.2.0;none;N;N;15200;CentipedeRTK
;STR;SLP;Saint-Laurent-de-la-Pree;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;45.992;-1.028;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.11.13;none;N;N;15200;CentipedeRTK
;STR;SMOD;HUN;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;HUN;46.862;16.803;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.13;none;N;N;15200;CentipedeRTK
;STR;SN22;Coetmieux;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.496;-2.609;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;SOLA;HUN;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;HUN;47.461;21.425;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;SOSS;Sossay;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;46.874;0.400;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.21.12;none;N;N;15200;CentipedeRTK
;STR;SPB28;LeGault-Saint-Denis;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.258;1.453;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.11.12;none;N;N;15200;CentipedeRTK
;STR;SSB;Saint-Simeon-de-Bressieux;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;45.314;5.258;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.0;none;N;N;15200;CentipedeRTK
;STR;STCRE;Osches;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;49.045;5.247;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.0;none;N;N;15200;CentipedeRTK
;STR;STJEA;Varangeville;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.644;6.323;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.11.13;none;N;N;15200;CentipedeRTK
;STR;STMR;Saintes-Maries-de-la-Mer;RTCM3;1006,1008,1019,1020,1033,1077,1087,1097,1230;2;GLO+GAL+GPS;NONE;FRA;43.449;4.422;0;0;NTRIPTRIMBLENETR95.37,21/SEP/2;none;N;N;15200;CentipedeRTK
;STR;STPOL;Saint-Pol-sur-Ternoise;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;50.380;2.338;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.01.13;none;N;N;15200;CentipedeRTK
;STR;SYSD;LaBelliole;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.153;3.097;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;SZLA;HUN;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;HUN;46.922;19.916;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;TALB;FRA;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.866;-3.102;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.11.13;none;N;N;15200;CentipedeRTK
;STR;TD04;Mison;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;44.249;5.862;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.11.13;none;N;N;15200;CentipedeRTK
;STR;THAIS;Neons-sur-Creuse;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;46.757;0.911;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.01.32;none;N;N;15200;CentipedeRTK
;STR;THUM;Thumereville;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;49.201;5.799;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;TITI;Squiffiec;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.627;-3.164;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;TOMB1;FRA;RTCM3;;2;;;FRA;0.00;0.00;0;0;;;N;N;15200;CentipedeRTK
;STR;TOPH;Nanton;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;46.612;4.814;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;TORS;HUN;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;HUN;47.584;20.077;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;TOULN;LaValette-du-Var;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;43.128;5.987;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.4;none;N;N;15200;CentipedeRTK
;STR;TRALY;Cales;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;44.873;0.807;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.21.13;none;N;N;15200;CentipedeRTK
;STR;TUTU;Carcassonne;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;43.220;2.269;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;UCBL;Villeurbanne;RTCM3;1006,1008,1019,1020,1033,1077,1087,1097,1230;2;GLO+GAL+GPS;NONE;FRA;45.781;4.870;0;0;NTRIPTrimbleAlloy5.45,06/MAR/2;none;N;N;15200;CentipedeRTK
;STR;URC90;Urcerey;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;47.609;6.811;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.13;none;N;N;15200;CentipedeRTK
;STR;VAGC;Port-sur-Saone;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;47.689;6.067;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.01.32;none;N;N;15200;CentipedeRTK
;STR;VALVH;Dargies;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;49.695;1.955;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.01.13;none;N;N;15200;CentipedeRTK
;STR;VANDE;Millam;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;50.853;2.249;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;VDM51;Vaudemange;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;49.090;4.225;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.1;none;N;N;15200;CentipedeRTK
;STR;VIGN;Montchevrel;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.570;0.335;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.11.13;none;N;N;15200;CentipedeRTK
;STR;VILBO;Villers-Bocage;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;50.003;2.314;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.21.13;none;N;N;15200;CentipedeRTK
;STR;VIN65;Soudan;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;47.744;-1.345;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.1;none;N;N;15200;CentipedeRTK
;STR;VRELY;Vrely;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;49.797;2.698;0;0;NTRIPRTKBaseUblox_ZED-F9P2.4.21.13;none;N;N;15200;CentipedeRTK
;STR;WIGNE;Wignehies;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;49.996;4.020;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.3;none;N;N;15200;CentipedeRTK
;STR;WITT;Witternheim;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.309;7.613;0;0;NTRIPRTKBaseUblox_ZED-F9P2.3.1;none;N;N;15200;CentipedeRTK
;STR;WLBH;Barr;RTCM3;1006,1008,1019,1020,1033,1077,1087,1097,1230;2;GLO+GAL+GPS;NONE;FRA;48.415;7.351;0;0;NTRIPTRIMBLENETR95.37,21/SEP/2;none;N;N;15200;CentipedeRTK
;STR;YOYO;Turny;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.051;3.748;0;0;NTRIPRTKBaseUblox_ZED-F9P2.2.0;none;N;N;15200;CentipedeRTK
;STR;ZEUO;Saint-Thonan;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;FRA;48.461;-4.307;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.32;none;N;N;15200;CentipedeRTK
;STR;ZSZ1;ROM;RTCM3;1004,1005,1006,1008,1012,1019,1020,1033,1042,1046,1077,1087,1097,1107,1127,1230;2;GLO+GAL+SBS+BDS+GPS;NONE;ROM;47.145;21.917;0;0;NTRIPRTKBaseU-blox_ZED-F9P2.4.11.13;none;N;N;15200;CentipedeRTK

